Product,Firm Name & Address,OM No & Date,Expiry Date,Remarks,phonenumber,address_line1,address_line2,city,state,postal_code
Distribution Transformer,"M/s. ESENNA Transformers (I) Ltd., Plot No.2, Phase No.1, Dhaneshwari-1207, Sump No.1, Industrial Estate, Kalaburagi Ph: 06605381119942347104",S1101-44 Dtd: 03.01.2023,03.01.2025,01 Years,066053811199423,M/s. ESENNA Transformers (I) Ltd,Plot No.2,Kalaburagi  47104,,
Heat Shrinkable Indoor/Outdoor Straight through Joint Kits for 3.5 x 35 to 3.5 x 400 sq.mm XLPE cables,"M/s. E.I. CHEM Systems Private Limited, E-66, Industrial Area, Basni II Phase, Jodhpur-342005, Rajasthan. Ph: 91966577777, 8239800082",665381 Date: 20.02.2025,19.02.2027,02 Years,91966577777 / 8239800082,M/s. E.I. CHEM Systems Private Limited,E-66,Rajasthan,,342005
11KV Polymer Pin Insulator,"M/s. E.I. CHEM Systems Private Limited, E-66, Industrial Area, Basni II Phase, Jodhpur-342005, Rajasthan. Ph: 91966577777, 8239800082",665381 Date: 20.02.2025,19.02.2027,02 Years,91966577777 / 8239800082,M/s. E.I. CHEM Systems Private Limited,E-66,Rajasthan,,342005
11KV 5KN Polymer Disc Insulator,"M/s. E.I. CHEM Systems Private Limited, E-66, Industrial Area, Basni II Phase, Jodhpur-342005, Rajasthan. Ph: 91966577777, 8239800082",665381 Date: 20.02.2025,19.02.2027,02 Years,91966577777 / 8239800082,M/s. E.I. CHEM Systems Private Limited,E-66,Rajasthan,,342005
11KV 10KN Polymer Disc Insulator,"M/s. E.I. CHEM Systems Private Limited, E-66, Industrial Area, Basni II Phase, Jodhpur-342005, Rajasthan. Ph: 91966577777, 8239800082",665381 Date: 20.02.2025,19.02.2027,02 Years,91966577777 / 8239800082,M/s. E.I. CHEM Systems Private Limited,E-66,Rajasthan,,342005
33KV 70KN Polymer Disc Insulator,"M/s. E.I. CHEM Systems Private Limited, E-66, Industrial Area, Basni II Phase, Jodhpur-342005, Rajasthan. Ph: 91966577777, 8239800082",665381 Date: 20.02.2025,19.02.2027,02 Years,91966577777 / 8239800082,M/s. E.I. CHEM Systems Private Limited,E-66,Rajasthan,,342005
11KV 5KN Polymer Pin Insulator,"M/s. E.I. CHEM Systems Private Limited, E-66, Industrial Area, Basni II Phase, Jodhpur-342005, Rajasthan. Ph: 91966577777, 8239800082",665381 Date: 20.02.2025,19.02.2027,02 Years,91966577777 / 8239800082,M/s. E.I. CHEM Systems Private Limited,E-66,Rajasthan,,342005
33KV 10KA Lightning Arrester,"M/s. E.I. CHEM Systems Private Limited, E-66, Industrial Area, Basni II Phase, Jodhpur-342005, Rajasthan. Ph: 91966577777, 8239800082",665381 Date: 20.02.2025,19.02.2027,02 Years,91966577777 / 8239800082,M/s. E.I. CHEM Systems Private Limited,E-66,Rajasthan,,342005
ACSR Rabbit Conductor,"M/s. Jain Electrical Industry, Sy. No: 490/1k, Behind Bharat Petroleum Pump, Sedam Road, IND. 585104, Dist: Kalaburagi. Ph: 9900466616",31539 Date: 11.09.2024,10.09.2026,02 Years,9900466616,M/s. Jain Electrical Industry,Sy. No: 490/1k,Dist: Kalaburagi,,585104
ACSR Weasel Conductor,"M/s. Jain Electrical Industry, Sy. No: 490/1k, Behind Bharat Petroleum Pump, Sedam Road, IND. 585104, Dist: Kalaburagi. Ph: 9900466616",31539 Date: 11.09.2024,10.09.2026,02 Years,9900466616,M/s. Jain Electrical Industry,Sy. No: 490/1k,Dist: Kalaburagi,,585104
"25KVA, 63KVA and 100KVA Aluminium Wound CRGO Core, EE/1 (Star-","M/s. Jain Electrical Industry, Sy. No: 490/1k, Behind Bharat Petroleum Pump, Sedam Road, IND. 585104, Dist: Kalaburagi. Ph: 9900466616",311135 Date: 11.09.2024,10.09.2026,02 Years,9900466616,M/s. Jain Electrical Industry,Sy. No: 490/1k,Dist: Kalaburagi,,585104
Rated Distribution Transformer,"M/s. Jain Electrical Industry, Sy. No: 490/1k, Behind Bharat Petroleum Pump, Sedam Road, IND. 585104, Dist: Kalaburagi. Ph: 9900466616",311135 Date: 11.09.2024,10.09.2026,02 Years,9900466616,M/s. Jain Electrical Industry,Sy. No: 490/1k,Dist: Kalaburagi,,585104
11 KV LT AB Cable Jointing Kits,"M/s. E.I. CHEM Systems Private Limited, E-66, Industrial Area, Basni II Phase, Jodhpur-342005, Rajasthan. Ph: 91966577777, 8239800082",665381 Date: 20.02.2025,19.02.2027,02 Years,91966577777 / 8239800082,M/s. E.I. CHEM Systems Private Limited,E-66,Rajasthan,,342005
LT AB Cable Jointing Kits,"M/s. E.I. CHEM Systems Private Limited, E-66, Industrial Area, Basni II Phase, Jodhpur-342005, Rajasthan. Ph: 91966577777, 8239800082",665381 Date: 20.02.2025,19.02.2027,02 Years,91966577777 / 8239800082,M/s. E.I. CHEM Systems Private Limited,E-66,Rajasthan,,342005
LT PVC Cable Jointing Kits,"M/s. E.I. CHEM Systems Private Limited, E-66, Industrial Area, Basni II Phase, Jodhpur-342005, Rajasthan. Ph: 91966577777, 8239800082",665381 Date: 20.02.2025,19.02.2027,02 Years,91966577777 / 8239800082,M/s. E.I. CHEM Systems Private Limited,E-66,Rajasthan,,342005
11 KV Polymer Pin Insulator,"M/s. E.I. CHEM Systems Private Limited, E-66, Industrial Area, Basni II Phase, Jodhpur-342005, Rajasthan. Ph: 91966577777, 8239800082",665381 Date: 20.02.2025,19.02.2027,02 Years,91966577777 / 8239800082,M/s. E.I. CHEM Systems Private Limited,E-66,Rajasthan,,342005
11 KV Polymer Disc Insulator,"M/s. E.I. CHEM Systems Private Limited, E-66, Industrial Area, Basni II Phase, Jodhpur-342005, Rajasthan. Ph: 91966577777, 8239800082",665381 Date: 20.02.2025,19.02.2027,02 Years,91966577777 / 8239800082,M/s. E.I. CHEM Systems Private Limited,E-66,Rajasthan,,342005
33 KV Polymer Disc Insulator,"M/s. E.I. CHEM Systems Private Limited, E-66, Industrial Area, Basni II Phase, Jodhpur-342005, Rajasthan. Ph: 91966577777, 8239800082",665381 Date: 20.02.2025,19.02.2027,02 Years,91966577777 / 8239800082,M/s. E.I. CHEM Systems Private Limited,E-66,Rajasthan,,342005
33 KV Polymer Pin Insulator,"M/s. E.I. CHEM Systems Private Limited, E-66, Industrial Area, Basni II Phase, Jodhpur-342005, Rajasthan. Ph: 91966577777, 8239800082",665381 Date: 20.02.2025,19.02.2027,02 Years,91966577777 / 8239800082,M/s. E.I. CHEM Systems Private Limited,E-66,Rajasthan,,342005
33 KV Lightning Arrester,"M/s. E.I. CHEM Systems Private Limited, E-66, Industrial Area, Basni II Phase, Jodhpur-342005, Rajasthan. Ph: 91966577777, 8239800082",665381 Date: 20.02.2025,19.02.2027,02 Years,91966577777 / 8239800082,M/s. E.I. CHEM Systems Private Limited,E-66,Rajasthan,,342005
ACSR Rabbit Conductor,"M/s. Jain Electrical Industry, Sy. No. 490/1K, Behind Bharat Petroleum Pump, Sedam Road, Kalaburagi-585104. Ph: 9900466616",311135 Date: 11.09.2024,10.09.2026,02 Years,9900466616,M/s. Jain Electrical Industry,Sy. No. 490/1K,Kalaburagi-,,585104
ACSR Weasel Conductor,"M/s. Jain Electrical Industry, Sy. No. 490/1K, Behind Bharat Petroleum Pump, Sedam Road, Kalaburagi-585104. Ph: 9900466616",311135 Date: 11.09.2024,10.09.2026,02 Years,9900466616,M/s. Jain Electrical Industry,Sy. No. 490/1K,Kalaburagi-,,585104
"25KVA, 63KVA, 100KVA Aluminium Wound CRGO Core, EE/1 (Star-","M/s. Jain Electrical Industry, Sy. No. 490/1K, Behind Bharat Petroleum Pump, Sedam Road, Kalaburagi-585104. Ph: 9900466616",311135 Date: 11.09.2024,10.09.2026,02 Years,9900466616,M/s. Jain Electrical Industry,Sy. No. 490/1K,Kalaburagi-,,585104
Rated Distribution Transformer,"M/s. Jain Electrical Industry, Sy. No. 490/1K, Behind Bharat Petroleum Pump, Sedam Road, Kalaburagi-585104. Ph: 9900466616",311135 Date: 11.09.2024,10.09.2026,02 Years,9900466616,M/s. Jain Electrical Industry,Sy. No. 490/1K,Kalaburagi-,,585104
"11kV Horizontal Cross Arm with Top Support Clamps, Nut and Bolts","M/s. Kalsani Transformers Pvt. Ltd., S. Patil Group 74, Ashraya Colony, Kalaburagi. Ph: 08472-221214 / 253349",3111-14 Dtd: 10.09.2024,10.09.2026,02 Years,472-221214,M/s. Kalsani Transformers Pvt. Ltd,S. Patil Group 74,Kalaburagi.  08 /,,253349
Pin Cross Arm with Top Support Clamps and Nut bolts,"M/s. Kalsani Transformers Pvt. Ltd., S. Patil Group 74, Ashraya Colony, Kalaburagi. Ph: 08472-221214 / 253349",3111-14 Dtd: 10.09.2024,10.09.2026,02 Years,472-221214,M/s. Kalsani Transformers Pvt. Ltd,S. Patil Group 74,Kalaburagi.  08 /,,253349
33kV Pin Cross Arm with Top Support Clamps and Nut bolts,"M/s. Kalsani Transformers Pvt. Ltd., S. Patil Group 74, Ashraya Colony, Kalaburagi. Ph: 08472-221214 / 253349",3111-14 Dtd: 10.09.2024,10.09.2026,02 Years,472-221214,M/s. Kalsani Transformers Pvt. Ltd,S. Patil Group 74,Kalaburagi.  08 /,,253349
LT Top Support Clamps and Nut bolts,"M/s. Kalsani Transformers Pvt. Ltd., S. Patil Group 74, Ashraya Colony, Kalaburagi. Ph: 08472-221214 / 253349",3111-14 Dtd: 10.09.2024,10.09.2026,02 Years,472-221214,M/s. Kalsani Transformers Pvt. Ltd,S. Patil Group 74,Kalaburagi.  08 /,,253349
HT Top Support Clamps and Nut bolts,"M/s. Kalsani Transformers Pvt. Ltd., S. Patil Group 74, Ashraya Colony, Kalaburagi. Ph: 08472-221214 / 253349",3111-14 Dtd: 10.09.2024,10.09.2026,02 Years,472-221214,M/s. Kalsani Transformers Pvt. Ltd,S. Patil Group 74,Kalaburagi.  08 /,,253349
Structure Earthing,"M/s. Kalsani Transformers Pvt. Ltd., S. Patil Group 74, Ashraya Colony, Kalaburagi. Ph: 08472-221214 / 253349",3111-14 Dtd: 10.09.2024,10.09.2026,02 Years,472-221214,M/s. Kalsani Transformers Pvt. Ltd,S. Patil Group 74,Kalaburagi.  08 /,,253349
DP Structure GI Strip,"M/s. Kalsani Transformers Pvt. Ltd., S. Patil Group 74, Ashraya Colony, Kalaburagi. Ph: 08472-221214 / 253349",3111-14 Dtd: 10.09.2024,10.09.2026,02 Years,472-221214,M/s. Kalsani Transformers Pvt. Ltd,S. Patil Group 74,Kalaburagi.  08 /,,253349
VT Clamps,"M/s. Kalsani Transformers Pvt. Ltd., S. Patil Group 74, Ashraya Colony, Kalaburagi. Ph: 08472-221214 / 253349",3111-14 Dtd: 10.09.2024,10.09.2026,02 Years,472-221214,M/s. Kalsani Transformers Pvt. Ltd,S. Patil Group 74,Kalaburagi.  08 /,,253349
"Guy Set (Guy Insulator, Guy Wire, Pole Clamps etc.)","M/s. Kalsani Transformers Pvt. Ltd., S. Patil Group 74, Ashraya Colony, Kalaburagi. Ph: 08472-221214 / 253349",3111-14 Dtd: 10.09.2024,10.09.2026,02 Years,472-221214,M/s. Kalsani Transformers Pvt. Ltd,S. Patil Group 74,Kalaburagi.  08 /,,253349
GI Clamps & device for Pole Clamps,"M/s. Kalsani Transformers Pvt. Ltd., S. Patil Group 74, Ashraya Colony, Kalaburagi. Ph: 08472-221214 / 253349",3111-14 Dtd: 10.09.2024,10.09.2026,02 Years,472-221214,M/s. Kalsani Transformers Pvt. Ltd,S. Patil Group 74,Kalaburagi.  08 /,,253349
11kV Indoor Resin Cast CT,"M/s. Kayan Electricals Pvt. Ltd., #134 Machohalli Industrial Area, Magadi Main Road, Bangalore. Ph: 9900809624",6929-52 Dtd: 04.10.2025,03.10.2027,02 Years,9900809624,M/s. Kayan Electricals Pvt. Ltd,#134 Machohalli Industrial Area,Bangalore,,
11kV Indoor Resin Cast PT,"M/s. Kayan Electricals Pvt. Ltd., #134 Machohalli Industrial Area, Magadi Main Road, Bangalore. Ph: 9900809624",6929-52 Dtd: 04.10.2025,03.10.2027,02 Years,9900809624,M/s. Kayan Electricals Pvt. Ltd,#134 Machohalli Industrial Area,Bangalore,,
33kV Outdoor Oil Cooled CT,"M/s. Kayan Electricals Pvt. Ltd., #134 Machohalli Industrial Area, Magadi Main Road, Bangalore. Ph: 9900809624",6929-52 Dtd: 04.10.2025,03.10.2027,02 Years,9900809624,M/s. Kayan Electricals Pvt. Ltd,#134 Machohalli Industrial Area,Bangalore,,
11kV Outdoor Oil Cooled CT,"M/s. Kayan Electricals Pvt. Ltd., #134 Machohalli Industrial Area, Magadi Main Road, Bangalore. Ph: 9900809624",6929-52 Dtd: 04.10.2025,03.10.2027,02 Years,9900809624,M/s. Kayan Electricals Pvt. Ltd,#134 Machohalli Industrial Area,Bangalore,,
33kV Outdoor Oil Cooled PT,"M/s. Kayan Electricals Pvt. Ltd., #134 Machohalli Industrial Area, Magadi Main Road, Bangalore. Ph: 9900809624",6929-52 Dtd: 04.10.2025,03.10.2027,02 Years,9900809624,M/s. Kayan Electricals Pvt. Ltd,#134 Machohalli Industrial Area,Bangalore,,
11kV Outdoor Oil Cooled PT,"M/s. Kayan Electricals Pvt. Ltd., #134 Machohalli Industrial Area, Magadi Main Road, Bangalore. Ph: 9900809624",6929-52 Dtd: 04.10.2025,03.10.2027,02 Years,9900809624,M/s. Kayan Electricals Pvt. Ltd,#134 Machohalli Industrial Area,Bangalore,,
HT Oil Cooled CT up to 33kV,"M/s. Kayan Electricals Pvt. Ltd., #134 Machohalli Industrial Area, Magadi Main Road, Bangalore. Ph: 9900809624",6929-52 Dtd: 04.10.2025,03.10.2027,02 Years,9900809624,M/s. Kayan Electricals Pvt. Ltd,#134 Machohalli Industrial Area,Bangalore,,
HT Oil Cooled PT up to 33kV,"M/s. Kayan Electricals Pvt. Ltd., #134 Machohalli Industrial Area, Magadi Main Road, Bangalore. Ph: 9900809624",6929-52 Dtd: 04.10.2025,03.10.2027,02 Years,9900809624,M/s. Kayan Electricals Pvt. Ltd,#134 Machohalli Industrial Area,Bangalore,,
"VT 440/3/1.1/0.3/3.2 Accuracy, 5VA Burden","M/s. Kayan Electricals Pvt. Ltd., #134 Machohalli Industrial Area, Magadi Main Road, Bangalore. Ph: 9900809624",6929-52 Dtd: 04.10.2025,03.10.2027,02 Years,9900809624,M/s. Kayan Electricals Pvt. Ltd,#134 Machohalli Industrial Area,Bangalore,,
"25kVA, 63kVA Aluminium Wound, CRGO Core, EE1.4 (Step-","M/s. K.V.T. Associates, Plot No. 12/B/2, Survey No. 91, Industrial Area, KSSIDC, Munigul, Anekal Taluk, Bangalore Road. Ph: 9535319507 / 9845098007",3112-92 Dtd: 12.03.2025,11.03.2027,02 Years,9535319507 / 9845098007,M/s. K.V.T. Associates,Plot No. 12/B/2,Bangalore Road.   /,,
Distribution Transformer,"M/s. K.V.T. Associates, Plot No. 12/B/2, Survey No. 91, Industrial Area, KSSIDC, Munigul, Anekal Taluk, Bangalore Road. Ph: 9535319507 / 9845098007",3112-92 Dtd: 12.03.2025,11.03.2027,02 Years,9535319507 / 9845098007,M/s. K.V.T. Associates,Plot No. 12/B/2,Bangalore Road.   /,,
"100kVA Aluminium Wound CRGO Core, EE2.5 (Step-","M/s. K.V.T. Associates, Plot No. 12/B/2, Survey No. 91, Industrial Area, KSSIDC, Munigul, Anekal Taluk, Bangalore Road. Ph: 9535319507 / 9845098007",3112-92 Dtd: 12.03.2025,11.03.2027,02 Years,9535319507 / 9845098007,M/s. K.V.T. Associates,Plot No. 12/B/2,Bangalore Road.   /,,
Distribution Transformer,"M/s. K.V.T. Associates, Plot No. 12/B/2, Survey No. 91, Industrial Area, KSSIDC, Munigul, Anekal Taluk, Bangalore Road. Ph: 9535319507 / 9845098007",3112-92 Dtd: 12.03.2025,11.03.2027,02 Years,9535319507 / 9845098007,M/s. K.V.T. Associates,Plot No. 12/B/2,Bangalore Road.   /,,
M+3 Towers (33/11KV),"M/s. Mansi Fabricators, Plot No. 17, K.K. Owners Society, Dhoopally, Hyderabad - 500003, Telangana. Ph: 9849355955",33769-74 Dt: 01.10.2024,30.09.2026,02 Years,9849355955,M/s. Mansi Fabricators,Plot No. 17,Telangana,,500003
M+1 Towers (33/11KV),"M/s. Mansi Fabricators, Plot No. 17, K.K. Owners Society, Dhoopally, Hyderabad - 500003, Telangana. Ph: 9849355955",33769-74 Dt: 01.10.2024,30.09.2026,02 Years,9849355955,M/s. Mansi Fabricators,Plot No. 17,Telangana,,500003
M+0 Towers (33/11KV),"M/s. Mansi Fabricators, Plot No. 17, K.K. Owners Society, Dhoopally, Hyderabad - 500003, Telangana. Ph: 9849355955",33769-74 Dt: 01.10.2024,30.09.2026,02 Years,9849355955,M/s. Mansi Fabricators,Plot No. 17,Telangana,,500003
RCCC Mr Pole 4.5 KB W/L,"M/s. Nagin Patel Allied Materials, Manufacturing Unit: Plot No. 26 IA, Kolar (B) 416003. Ph: 9144685834",30965-68 Dt: 10.09.2024,10.09.2026,02 Years,9144685834,M/s. Nagin Patel Allied Materials,Manufacturing Unit: Plot No. 26 IA,Kolar (B) ,,416003
RCCC Mr Pole 8 KB W/L,"M/s. Nagin Patel Allied Materials, Manufacturing Unit: Plot No. 26 IA, Kolar (B) 416003. Ph: 9144685834",30965-68 Dt: 10.09.2024,10.09.2026,02 Years,9144685834,M/s. Nagin Patel Allied Materials,Manufacturing Unit: Plot No. 26 IA,Kolar (B) ,,416003
RCCC Mr Pole 9 KB W/L,"M/s. Nagin Patel Allied Materials, Manufacturing Unit: Plot No. 26 IA, Kolar (B) 416003. Ph: 9144685834",30965-68 Dt: 10.09.2024,10.09.2026,02 Years,9144685834,M/s. Nagin Patel Allied Materials,Manufacturing Unit: Plot No. 26 IA,Kolar (B) ,,416003
RCCC Mr Pole 10 KB W/L,"M/s. Nagin Patel Allied Materials, Manufacturing Unit: Plot No. 26 IA, Kolar (B) 416003. Ph: 9144685834",30965-68 Dt: 10.09.2024,10.09.2026,02 Years,9144685834,M/s. Nagin Patel Allied Materials,Manufacturing Unit: Plot No. 26 IA,Kolar (B) ,,416003
RCCC Mr Pole 11 KB W/L,"M/s. Nagin Patel Allied Materials, Manufacturing Unit: Plot No. 26 IA, Kolar (B) 416003. Ph: 9144685834",30965-68 Dt: 10.09.2024,10.09.2026,02 Years,9144685834,M/s. Nagin Patel Allied Materials,Manufacturing Unit: Plot No. 26 IA,Kolar (B) ,,416003
RCCC Mr Pole 12 KB W/L,"M/s. Nagin Patel Allied Materials, Manufacturing Unit: Plot No. 26 IA, Kolar (B) 416003. Ph: 9144685834",30965-68 Dt: 10.09.2024,10.09.2026,02 Years,9144685834,M/s. Nagin Patel Allied Materials,Manufacturing Unit: Plot No. 26 IA,Kolar (B) ,,416003
11 kV KSN Polymer Disc Insulator,"M/s. Navins Insulators Pvt. Ltd., B-Plot No. 49, Road No. 3, Phase 1, Doddanakundi Industrial Area, Bangalore - 560063. Ph: 9916069345",31759-64 Dt: 11.09.2024,10.09.2026,02 Years,9916069345,M/s. Navins Insulators Pvt. Ltd,B-Plot No. 49,Bangalore - ,,560063
11 kV KSN Composite Pin Insulator,"M/s. Navins Insulators Pvt. Ltd., B-Plot No. 49, Road No. 3, Phase 1, Doddanakundi Industrial Area, Bangalore - 560063. Ph: 9916069345",31759-64 Dt: 11.09.2024,10.09.2026,02 Years,9916069345,M/s. Navins Insulators Pvt. Ltd,B-Plot No. 49,Bangalore - ,,560063
11 kV KSN Composite RDS Insulator,"M/s. Navins Insulators Pvt. Ltd., B-Plot No. 49, Road No. 3, Phase 1, Doddanakundi Industrial Area, Bangalore - 560063. Ph: 9916069345",31759-64 Dt: 11.09.2024,10.09.2026,02 Years,9916069345,M/s. Navins Insulators Pvt. Ltd,B-Plot No. 49,Bangalore - ,,560063
33 kV KSN Polymer Disc Insulator,"M/s. Navins Insulators Pvt. Ltd., B-Plot No. 49, Road No. 3, Phase 1, Doddanakundi Industrial Area, Bangalore - 560063. Ph: 9916069345",31759-64 Dt: 11.09.2024,10.09.2026,02 Years,9916069345,M/s. Navins Insulators Pvt. Ltd,B-Plot No. 49,Bangalore - ,,560063
33 kV KSN Polymer RDS Insulator,"M/s. Navins Insulators Pvt. Ltd., B-Plot No. 49, Road No. 3, Phase 1, Doddanakundi Industrial Area, Bangalore - 560063. Ph: 9916069345",31759-64 Dt: 11.09.2024,10.09.2026,02 Years,9916069345,M/s. Navins Insulators Pvt. Ltd,B-Plot No. 49,Bangalore - ,,560063
33 kV KSN Polymer Pin Insulator,"M/s. Navins Insulators Pvt. Ltd., B-Plot No. 49, Road No. 3, Phase 1, Doddanakundi Industrial Area, Bangalore - 560063. Ph: 9916069345",31759-64 Dt: 11.09.2024,10.09.2026,02 Years,9916069345,M/s. Navins Insulators Pvt. Ltd,B-Plot No. 49,Bangalore - ,,560063
9 kV 5 kA Polymer Lightning Arrestors,"M/s. Navins Insulators Pvt. Ltd., B-Plot No. 49, Road No. 3, Phase 1, Doddanakundi Industrial Area, Bangalore - 560063. Ph: 9916069345",31759-64 Dt: 11.09.2024,10.09.2026,02 Years,9916069345,M/s. Navins Insulators Pvt. Ltd,B-Plot No. 49,Bangalore - ,,560063
ACSR Rabbit Conductor,"M/s. Novayughe Industries (E), Plot No. SPL-14 (E), Industrial Estate, Bais Godam Camp, SMS Chauraha, Jaipur - 302006. Ph: 8948527247, 8948527247, 9880131243",60374-29 Dt: 27.01.2025,26.01.2025,02 Years,8948527247 / 8948527247 / 9880131243,M/s. Novayughe Industries (E),Plot No. SPL-14 (E),Jaipur - ,,302006
ACSR Weasel Conductor,"M/s. Novayughe Industries (E), Plot No. SPL-14 (E), Industrial Estate, Bais Godam Camp, SMS Chauraha, Jaipur - 302006. Ph: 8948527247, 8948527247, 9880131243",60374-29 Dt: 27.01.2025,26.01.2025,02 Years,8948527247 / 8948527247 / 9880131243,M/s. Novayughe Industries (E),Plot No. SPL-14 (E),Jaipur - ,,302006
"11kV, 3 CT PT Metering Cubicle","M/s. Omega Switchgear, No.12, Byadarahalli Industrial Area, Bangalore-560091. Ph: 9902040357 / 9900440888",60689-75 Dtd: 27.01.2025,26.01.2027,02 Years,9902040357 / 9900440888,M/s. Omega Switchgear,No.12,Bangalore-.   /,,560091
"11kV, 3 CT PT Metering Cubicle with LBS","M/s. Omega Switchgear, No.12, Byadarahalli Industrial Area, Bangalore-560091. Ph: 9902040357 / 9900440888",60689-75 Dtd: 27.01.2025,26.01.2027,02 Years,9902040357 / 9900440888,M/s. Omega Switchgear,No.12,Bangalore-.   /,,560091
11kV CT PT Metering Cubicle,"M/s. Omega Switchgear, No.12, Byadarahalli Industrial Area, Bangalore-560091. Ph: 9902040357 / 9900440888",60689-75 Dtd: 27.01.2025,26.01.2027,02 Years,9902040357 / 9900440888,M/s. Omega Switchgear,No.12,Bangalore-.   /,,560091
11kV HT 630 Amp Load Break Switch/Bus Panel,"M/s. Omega Switchgear, No.12, Byadarahalli Industrial Area, Bangalore-560091. Ph: 9902040357 / 9900440888",60689-75 Dtd: 27.01.2025,26.01.2027,02 Years,9902040357 / 9900440888,M/s. Omega Switchgear,No.12,Bangalore-.   /,,560091
"33kV, 75kN Polymer Disc Insulators","M/s. Omega Power Transmission & Distribution Equipment Pvt. Ltd., No.2, Rajajinagar Industrial Area, Bangalore-560010 (India), KIADB Industrial Area, 3rd Phase, Malur-563130",51113-16 Dtd: 30.11.2025,02.01.2027,02 Years,,M/s. Omega Power Transmission & Distribution Equipment Pvt. Ltd,No.2,Malur-563130,,560010
8 SWG GI Wire,"M/s. Omega Power Transmission & Distribution Equipment Pvt. Ltd., No.2, Rajajinagar Industrial Area, Bangalore-560010 (India), KIADB Industrial Area, 3rd Phase, Malur-563130",51113-16 Dtd: 30.11.2025,02.01.2027,02 Years,,M/s. Omega Power Transmission & Distribution Equipment Pvt. Ltd,No.2,Malur-563130,,560010
"Clamps, Pins and Binding Accessories","M/s. Omega Power Transmission & Distribution Equipment Pvt. Ltd., No.2, Rajajinagar Industrial Area, Bangalore-560010 (India), KIADB Industrial Area, 3rd Phase, Malur-563130",51113-16 Dtd: 30.11.2025,02.01.2027,02 Years,,M/s. Omega Power Transmission & Distribution Equipment Pvt. Ltd,No.2,Malur-563130,,560010
"10kV, 10kA Lightning Arrestors","M/s. Omega Power Transmission & Distribution Equipment Pvt. Ltd., No.2, Rajajinagar Industrial Area, Bangalore-560010 (India), KIADB Industrial Area, 3rd Phase, Malur-563130",51113-16 Dtd: 30.11.2025,02.01.2027,02 Years,,M/s. Omega Power Transmission & Distribution Equipment Pvt. Ltd,No.2,Malur-563130,,560010
"10kV, 5kA Lightning Arrestors","M/s. Omega Power Transmission & Distribution Equipment Pvt. Ltd., No.2, Rajajinagar Industrial Area, Bangalore-560010 (India), KIADB Industrial Area, 3rd Phase, Malur-563130",51113-16 Dtd: 30.11.2025,02.01.2027,02 Years,,M/s. Omega Power Transmission & Distribution Equipment Pvt. Ltd,No.2,Malur-563130,,560010
"11kV, 200 Amps Single Pole Break, GOS","M/s. Omega Power Transmission & Distribution Equipment Pvt. Ltd., No.2, Rajajinagar Industrial Area, Bangalore-560010 (India), KIADB Industrial Area, 3rd Phase, Malur-563130",51113-16 Dtd: 30.11.2025,02.01.2027,02 Years,,M/s. Omega Power Transmission & Distribution Equipment Pvt. Ltd,No.2,Malur-563130,,560010
"11kV, 5kA, K-5 GOS","M/s. Omega Power Transmission & Distribution Equipment Pvt. Ltd., No.2, Rajajinagar Industrial Area, Bangalore-560010 (India), KIADB Industrial Area, 3rd Phase, Malur-563130",51113-16 Dtd: 30.11.2025,02.01.2027,02 Years,,M/s. Omega Power Transmission & Distribution Equipment Pvt. Ltd,No.2,Malur-563130,,560010
"Dead End Clamps, Binding Accessories","M/s. Omega Power Transmission & Distribution Equipment Pvt. Ltd., No.2, Rajajinagar Industrial Area, Bangalore-560010 (India), KIADB Industrial Area, 3rd Phase, Malur-563130",51113-16 Dtd: 30.11.2025,02.01.2027,02 Years,,M/s. Omega Power Transmission & Distribution Equipment Pvt. Ltd,No.2,Malur-563130,,560010
Piercing connector for AB Cable (Main-95 sqmm Tap-16/35 sqmm),"M/s. Omega Power Transmission & Distribution Equipment Pvt. Ltd., No.2, Rajajinagar Industrial Area, Bangalore-560010 (India), KIADB Industrial Area, 3rd Phase, Malur-563130",51113-16 Dtd: 30.11.2025,02.01.2027,02 Years,,M/s. Omega Power Transmission & Distribution Equipment Pvt. Ltd,No.2,Malur-563130,,560010
LT Wiring Kit,"M/s. Omega Power Transmission & Distribution Equipment Pvt. Ltd., No.2, Rajajinagar Industrial Area, Bangalore-560010 (India), KIADB Industrial Area, 3rd Phase, Malur-563130",51113-16 Dtd: 30.11.2025,02.01.2027,02 Years,,M/s. Omega Power Transmission & Distribution Equipment Pvt. Ltd,No.2,Malur-563130,,560010
"CTs and PTs Resin cast, Oil filled for outdoor application up to 33 kV voltage class","M/s. Ranas Power Engineering Pvt. Ltd., Plot No. 4, Industrial Area, Udyambag, Belgaum-590008. Ph: 9109625450",31115-55 Dtd: 11.09.2024,10.09.2026,02 Years,9109625450,M/s. Ranas Power Engineering Pvt. Ltd,Plot No. 4,Belgaum-,,590008
"CTs and PTs Resin Cast, Oil filled","M/s. Ranas Power Engineering Pvt. Ltd., Plot No. 4, Industrial Area, Udyambag, Belgaum-590008. Ph: 9109625450",31115-55 Dtd: 11.09.2024,10.09.2026,02 Years,9109625450,M/s. Ranas Power Engineering Pvt. Ltd,Plot No. 4,Belgaum-,,590008
