Product,Firm Name & Address,OM No & Date,Expiry Date,Remarks,phonenumber
"Line Materials: M+3, M+6, M+9, M+12 Towers (33/11 kV)","M/s. Sri Venkateshwara Electrical Industries, Block No. 13, Industrial Estate, Sanath Nagar, Hyderabad-500018 (T.S. regn.)",539/92-94 Dtd: 31.10.2024,01.12.2025,02 Years,
DLT Metering CT's,"M/s. Vedant Switchgears, No.150, 10th Main Road, 3rd Phase, Peenya Industrial Area, Peenya, Bangalore-560058. Prop: Smt. P.S. Vedavathi Ph: 9845040596",4120-08 Dtd: 22.11.2023,21.11.2025,02 Years,9845040596
LT Metering PT's,"M/s. Vedant Switchgears, No.150, 10th Main Road, 3rd Phase, Peenya Industrial Area, Peenya, Bangalore-560058. Prop: Smt. P.S. Vedavathi Ph: 9845040596",4120-08 Dtd: 22.11.2023,21.11.2025,02 Years,9845040596
LT Metering Cubicle,"M/s. Vedant Switchgears, No.150, 10th Main Road, 3rd Phase, Peenya Industrial Area, Peenya, Bangalore-560058. Prop: Smt. P.S. Vedavathi Ph: 9845040596",4120-08 Dtd: 22.11.2023,21.11.2025,02 Years,9845040596
9 Mtr PSC Poles W.L. 200Kg,"M/s. Vedant Switchgears, No.150, 10th Main Road, 3rd Phase, Peenya Industrial Area, Peenya, Bangalore-560058. Prop: Smt. P.S. Vedavathi Ph: 9845040596",5334-48 Dtd: 31.01.2024,30.01.2026,02 Years,9845040596
9 Mtr RCC poles W.L. 200 Kg,"M/s. Vedant Switchgears, No.150, 10th Main Road, 3rd Phase, Peenya Industrial Area, Peenya, Bangalore-560058. Prop: Smt. P.S. Vedavathi Ph: 9845040596",5334-48 Dtd: 31.01.2024,30.01.2026,02 Years,9845040596
9 Mtr RCC poles W.L. 115 Kg,"M/s. Vedant Switchgears, No.150, 10th Main Road, 3rd Phase, Peenya Industrial Area, Peenya, Bangalore-560058. Prop: Smt. P.S. Vedavathi Ph: 9845040596",5334-48 Dtd: 31.01.2024,30.01.2026,02 Years,9845040596
9 Mtr RCC poles W.L. 145 Kg,"M/s. Vedant Switchgears, No.150, 10th Main Road, 3rd Phase, Peenya Industrial Area, Peenya, Bangalore-560058. Prop: Smt. P.S. Vedavathi Ph: 9845040596",5334-48 Dtd: 31.01.2024,30.01.2026,02 Years,9845040596
11KV 200A S/S GO's (Porcelain & Polymeric),"M/s. Shivram Industries, Near Shivram Campus, Bidar Road, K.C.T. (Kampur), Tq: & Dist: Kalaburagi-585102. Ph: 9448333209/9535280895",5334-44 Dtd: 31.01.2024,30.01.2026,02 Years,9448333209 / 9535280895
11KV 200A D/O Fuse GO's (Porcelain & Polymeric),"M/s. Shivram Industries, Near Shivram Campus, Bidar Road, K.C.T. (Kampur), Tq: & Dist: Kalaburagi-585102. Ph: 9448333209/9535280895",5334-44 Dtd: 31.01.2024,30.01.2026,02 Years,9448333209 / 9535280895
LT Pole Structure,"M/s. Shivram Industries, Near Shivram Campus, Bidar Road, K.C.T. (Kampur), Tq: & Dist: Kalaburagi-585102. Ph: 9448333209/9535280895",5334-44 Dtd: 31.01.2024,30.01.2026,02 Years,9448333209 / 9535280895
LT Protection Kit 5/8/9/11C,"M/s. Shivram Industries, Near Shivram Campus, Bidar Road, K.C.T. (Kampur), Tq: & Dist: Kalaburagi-585102. Ph: 9448333209/9535280895",5334-44 Dtd: 31.01.2024,30.01.2026,02 Years,9448333209 / 9535280895
Cast iron pipe type Earth Electrode for stations,"M/s. Shivram Industries, Near Shivram Campus, Bidar Road, K.C.T. (Kampur), Tq: & Dist: Kalaburagi-585102. Ph: 9448333209/9535280895",5334-44 Dtd: 31.01.2024,30.01.2026,02 Years,9448333209 / 9535280895
GI pipe type Earth Electrode for stations,"M/s. Shivram Industries, Near Shivram Campus, Bidar Road, K.C.T. (Kampur), Tq: & Dist: Kalaburagi-585102. Ph: 9448333209/9535280895",5334-44 Dtd: 31.01.2024,30.01.2026,02 Years,9448333209 / 9535280895
"Clamp, Connectors, Operating Handle for GO's, Bolt & Nut, Clamps, Stay Set, Prop, Guy Insulator, GI Pipe","M/s. Shivram Industries, Near Shivram Campus, Bidar Road, K.C.T. (Kampur), Tq: & Dist: Kalaburagi-585102. Ph: 9448333209/9535280895",5334-44 Dtd: 31.01.2024,30.01.2026,02 Years,9448333209 / 9535280895
GI Pipe for GI Pipe Earthing,"M/s. Shivram Industries, Near Shivram Campus, Bidar Road, K.C.T. (Kampur), Tq: & Dist: Kalaburagi-585102. Ph: 9448333209/9535280895",5334-44 Dtd: 31.01.2024,30.01.2026,02 Years,9448333209 / 9535280895
11KV Horizontal Cross Arm (V Type),"M/s. Shivram Industries, Near Shivram Campus, Bidar Road, K.C.T. (Kampur), Tq: & Dist: Kalaburagi-585102. Ph: 9448333209/9535280895",5334-44 Dtd: 31.01.2024,30.01.2026,02 Years,9448333209 / 9535280895
Guy Set,"M/s. Shivram Industries, Near Shivram Campus, Bidar Road, K.C.T. (Kampur), Tq: & Dist: Kalaburagi-585102. Ph: 9448333209/9535280895",5334-44 Dtd: 31.01.2024,30.01.2026,02 Years,9448333209 / 9535280895
"Grounding Materials (Souding Rod, Pipe, Salt, Charcoal)","M/s. Shivram Industries, Near Shivram Campus, Bidar Road, K.C.T. (Kampur), Tq: & Dist: Kalaburagi-585102. Ph: 9448333209/9535280895",5334-44 Dtd: 31.01.2024,30.01.2026,02 Years,9448333209 / 9535280895
GI Fan 23/4 K for Lighting Arrester (All Hardware Materials as per M.S Standard),"M/s. Shivram Industries, Near Shivram Campus, Bidar Road, K.C.T. (Kampur), Tq: & Dist: Kalaburagi-585102. Ph: 9448333209/9535280895",5334-44 Dtd: 31.01.2024,30.01.2026,02 Years,9448333209 / 9535280895
11kV VCB Panel (Indoor & Outdoor),"M/s. Vedant Switchgears, No.150, 10th Main Road, 3rd Phase, Peenya Industrial Area, Peenya, Bangalore-560058. Prop: Smt. P.S. Vedavathi Ph: 9845040596",5334-50 Dtd: 31.01.2024,30.01.2026,02 Years,9845040596
11kV Load Break Switch,"M/s. Vedant Switchgears, No.150, 10th Main Road, 3rd Phase, Peenya Industrial Area, Peenya, Bangalore-560058. Prop: Smt. P.S. Vedavathi Ph: 9845040596",5334-50 Dtd: 31.01.2024,30.01.2026,02 Years,9845040596
11kV Potential Transformer,"M/s. Vedant Switchgears, No.150, 10th Main Road, 3rd Phase, Peenya Industrial Area, Peenya, Bangalore-560058. Prop: Smt. P.S. Vedavathi Ph: 9845040596",5334-50 Dtd: 31.01.2024,30.01.2026,02 Years,9845040596
11kV VCB Panel (Indoor & Outdoor),"M/s. Vedant Switchgears, No.150, 10th Main Road, 3rd Phase, Peenya Industrial Area, Peenya, Bangalore-560058. Prop: Smt. P.S. Vedavathi Ph: 9845040596",5334-52 Dtd: 31.01.2024,30.01.2026,02 Years,9845040596
11kV Load Break Switch,"M/s. Vedant Switchgears, No.150, 10th Main Road, 3rd Phase, Peenya Industrial Area, Peenya, Bangalore-560058. Prop: Smt. P.S. Vedavathi Ph: 9845040596",5334-52 Dtd: 31.01.2024,30.01.2026,02 Years,9845040596
11kV Potential Transformer,"M/s. Vedant Switchgears, No.150, 10th Main Road, 3rd Phase, Peenya Industrial Area, Peenya, Bangalore-560058. Prop: Smt. P.S. Vedavathi Ph: 9845040596",5334-52 Dtd: 31.01.2024,30.01.2026,02 Years,9845040596
33kV VCB Panel (Indoor & Outdoor),"M/s. Vedant Switchgears, No.150, 10th Main Road, 3rd Phase, Peenya Industrial Area, Peenya, Bangalore-560058. Prop: Smt. P.S. Vedavathi Ph: 9845040596",5334-52 Dtd: 31.01.2024,30.01.2026,02 Years,9845040596
33kV Load Break Switch,"M/s. Vedant Switchgears, No.150, 10th Main Road, 3rd Phase, Peenya Industrial Area, Peenya, Bangalore-560058. Prop: Smt. P.S. Vedavathi Ph: 9845040596",5334-52 Dtd: 31.01.2024,30.01.2026,02 Years,9845040596
33kV Potential Transformer,"M/s. Vedant Switchgears, No.150, 10th Main Road, 3rd Phase, Peenya Industrial Area, Peenya, Bangalore-560058. Prop: Smt. P.S. Vedavathi Ph: 9845040596",5334-52 Dtd: 31.01.2024,30.01.2026,02 Years,9845040596
33kV CT/PT Units,"M/s. Vedant Switchgears, No.150, 10th Main Road, 3rd Phase, Peenya Industrial Area, Peenya, Bangalore-560058. Prop: Smt. P.S. Vedavathi Ph: 9845040596",5334-52 Dtd: 31.01.2024,30.01.2026,02 Years,9845040596
33kV Metering Cubicle,"M/s. Vedant Switchgears, No.150, 10th Main Road, 3rd Phase, Peenya Industrial Area, Peenya, Bangalore-560058. Prop: Smt. P.S. Vedavathi Ph: 9845040596",5334-52 Dtd: 31.01.2024,30.01.2026,02 Years,9845040596
33kV Isolator Structure,"M/s. Vedant Switchgears, No.150, 10th Main Road, 3rd Phase, Peenya Industrial Area, Peenya, Bangalore-560058. Prop: Smt. P.S. Vedavathi Ph: 9845040596",5334-52 Dtd: 31.01.2024,30.01.2026,02 Years,9845040596
33kV DP Structure,"M/s. Vedant Switchgears, No.150, 10th Main Road, 3rd Phase, Peenya Industrial Area, Peenya, Bangalore-560058. Prop: Smt. P.S. Vedavathi Ph: 9845040596",5334-52 Dtd: 31.01.2024,30.01.2026,02 Years,9845040596
33kV VCB Panel with CT/PT Units,"M/s. Vedant Switchgears, No.150, 10th Main Road, 3rd Phase, Peenya Industrial Area, Peenya, Bangalore-560058. Prop: Smt. P.S. Vedavathi Ph: 9845040596",5334-52 Dtd: 31.01.2024,30.01.2026,02 Years,9845040596
33kV Metering Cubicle with CT/PT Units,"M/s. Vedant Switchgears, No.150, 10th Main Road, 3rd Phase, Peenya Industrial Area, Peenya, Bangalore-560058. Prop: Smt. P.S. Vedavathi Ph: 9845040596",5334-52 Dtd: 31.01.2024,30.01.2026,02 Years,9845040596
PSC Pole 9 mtrs 200 Kg. W/L,"M/s. Pooja Cement Works, S. No. 25/41, Industrial Estate, Near Peer Baba Dargah, Hothpet, Kalaburagi-585234. Ph: 9880290169",,22.11.2025,02 Years,9880290169
PSC Pole 9 mtrs 300 Kg. W/L,"M/s. Pooja Cement Works, S. No. 25/41, Industrial Estate, Near Peer Baba Dargah, Hothpet, Kalaburagi-585234. Ph: 9880290169",,22.11.2025,02 Years,9880290169
RCC Pole 9 mtrs 200 Kg. W/L,"M/s. Pooja Cement Works, S. No. 25/41, Industrial Estate, Near Peer Baba Dargah, Hothpet, Kalaburagi-585234. Ph: 9880290169",,22.11.2025,02 Years,9880290169
RCC Pole 9 mtrs 300 Kg. W/L,"M/s. Pooja Cement Works, S. No. 25/41, Industrial Estate, Near Peer Baba Dargah, Hothpet, Kalaburagi-585234. Ph: 9880290169",,22.11.2025,02 Years,9880290169
RCC Pole 9 mtrs 415 Kg. W/L,"M/s. Pooja Cement Works, S. No. 25/41, Industrial Estate, Near Peer Baba Dargah, Hothpet, Kalaburagi-585234. Ph: 9880290169",,22.11.2025,02 Years,9880290169
RCC Pole 9 mtrs 518 Kg. W/L,"M/s. Pooja Cement Works, S. No. 25/41, Industrial Estate, Near Peer Baba Dargah, Hothpet, Kalaburagi-585234. Ph: 9880290169",,22.11.2025,02 Years,9880290169
RCC Pole 9 mtrs 535 Kg. W/L,"M/s. Pooja Cement Works, S. No. 25/41, Industrial Estate, Near Peer Baba Dargah, Hothpet, Kalaburagi-585234. Ph: 9880290169",,22.11.2025,02 Years,9880290169
RCC Pole 9 mtrs 535 Kg. W/L,"M/s. Pooja Cement Works, S. No. 25/41, Industrial Estate, Near Peer Baba Dargah, Hothpet, Kalaburagi-585234. Ph: 9880290169",,22.11.2025,02 Years,9880290169
RCC 9 Mtr Pole 115 Kg. W/L,"M/s. MaruthiKonda House, D.No: 5-3-208, Gollapet, Nizamabad, Telangana, Pin: 503002. Hyd: 040-40070012",,30.01.2026,02 Years,040-40070012
RCC 9 Mtr Pole (Square Section) 150 Kg. W/L,"M/s. MaruthiKonda House, D.No: 5-3-208, Gollapet, Nizamabad, Telangana, Pin: 503002. Hyd: 040-40070012",,30.01.2026,02 Years,040-40070012
PSC Pole 9 Mtr 200 Kg. W/L,"M/s. MaruthiKonda House, D.No: 5-3-208, Gollapet, Nizamabad, Telangana, Pin: 503002. Hyd: 040-40070012",,30.01.2026,02 Years,040-40070012
PSC Pole 9 Mtr 300 Kg. W/L,"M/s. MaruthiKonda House, D.No: 5-3-208, Gollapet, Nizamabad, Telangana, Pin: 503002. Hyd: 040-40070012",,30.01.2026,02 Years,040-40070012
RCC Pole 9 Mtr 200 Kg. W/L,"M/s. MaruthiKonda House, D.No: 5-3-208, Gollapet, Nizamabad, Telangana, Pin: 503002. Hyd: 040-40070012",,30.01.2026,02 Years,040-40070012
RCC Pole 9 Mtr 300 Kg. W/L,"M/s. MaruthiKonda House, D.No: 5-3-208, Gollapet, Nizamabad, Telangana, Pin: 503002. Hyd: 040-40070012",,30.01.2026,02 Years,040-40070012
RCC Pole 9 Mtr 415 Kg. W/L,"M/s. MaruthiKonda House, D.No: 5-3-208, Gollapet, Nizamabad, Telangana, Pin: 503002. Hyd: 040-40070012",,30.01.2026,02 Years,040-40070012
PSC 9 Mtr Poles 140 Kg. W/L,"M/s. Mounthar Engineering Industries India, Survey No. 42/4, NH 211, Jalna-Jalpur Road, Near Gadi Nagar, Shidgaon, Maharashtra-431300",,30.01.2026,02 Years,
PSC 9 Mtr Poles 200 Kg. W/L,"M/s. Mounthar Engineering Industries India, Survey No. 42/4, NH 211, Jalna-Jalpur Road, Near Gadi Nagar, Shidgaon, Maharashtra-431300",,30.01.2026,02 Years,
PSC 9 Mtr Poles 300 Kg. W/L,"M/s. Mounthar Engineering Industries India, Survey No. 42/4, NH 211, Jalna-Jalpur Road, Near Gadi Nagar, Shidgaon, Maharashtra-431300",,30.01.2026,02 Years,
RCC 9 Mtr Poles 115 Kg. W/L,"M/s. Mounthar Engineering Industries India, Survey No. 42/4, NH 211, Jalna-Jalpur Road, Near Gadi Nagar, Shidgaon, Maharashtra-431300",,30.01.2026,02 Years,
RCC 9 Mtr Poles 150 Kg. W/L,"M/s. Mounthar Engineering Industries India, Survey No. 42/4, NH 211, Jalna-Jalpur Road, Near Gadi Nagar, Shidgaon, Maharashtra-431300",,30.01.2026,02 Years,
RCC 9 Mtr Poles 300 Kg. W/L,"M/s. Mounthar Engineering Industries India, Survey No. 42/4, NH 211, Jalna-Jalpur Road, Near Gadi Nagar, Shidgaon, Maharashtra-431300",,30.01.2026,02 Years,
RCC 9 Mtr (Square) Poles 535 Kg. W/L,"M/s. Mounthar Engineering Industries India, Survey No. 42/4, NH 211, Jalna-Jalpur Road, Near Gadi Nagar, Shidgaon, Maharashtra-431300",,30.01.2026,02 Years,
8 Mtr RCC pole 155 Kg. W/L,"M/s Kiran Cement Works, A/C A/S 'Shubhasri Samruddhi', H.No. 1-5-102, Gubbi Bazar, Shahapur, Dist: Yadgir",5319-22 Dated: 31.10.2024,30.10.2026,02 Years,
9 Mtr RCC pole 305 Kg. W/L,"M/s Kiran Cement Works, A/C A/S 'Shubhasri Samruddhi', H.No. 1-5-102, Gubbi Bazar, Shahapur, Dist: Yadgir",5319-22 Dated: 31.10.2024,30.10.2026,02 Years,
9 Mtr PSC pole 305 Kg. W/L,"M/s Kiran Cement Works, A/C A/S 'Shubhasri Samruddhi', H.No. 1-5-102, Gubbi Bazar, Shahapur, Dist: Yadgir",5319-22 Dated: 31.10.2024,30.10.2026,02 Years,
9 Mtr PSC pole 400 Kg. W/L,"M/s Kiran Cement Works, A/C A/S 'Shubhasri Samruddhi', H.No. 1-5-102, Gubbi Bazar, Shahapur, Dist: Yadgir",5319-22 Dated: 31.10.2024,30.10.2026,02 Years,
9 Mtr PSC pole 425 Kg. W/L,"M/s Kiran Cement Works, A/C A/S 'Shubhasri Samruddhi', H.No. 1-5-102, Gubbi Bazar, Shahapur, Dist: Yadgir",5319-22 Dated: 31.10.2024,30.10.2026,02 Years,
8 Mtr PSC pole 200 Kg. W/L,"M/s Kiran Cement Works, A/C A/S 'Shubhasri Samruddhi', H.No. 1-5-102, Gubbi Bazar, Shahapur, Dist: Yadgir",5319-22 Dated: 31.10.2024,30.10.2026,02 Years,
4 Pin Cross Arms,"M/s Sampurna Enterprises, Plot No. R-3 & R-4, KSSIDC Industrial Estate, Hootagalli Camp. Ph: 0821-2977442 Mobile: 9739344442, 9742245077",,,,821-2977442 / 9739344442 / 9742245077
T.P. Cross Arms,"M/s Sampurna Enterprises, Plot No. R-3 & R-4, KSSIDC Industrial Estate, Hootagalli Camp. Ph: 0821-2977442 Mobile: 9739344442, 9742245077",,,,821-2977442 / 9739344442 / 9742245077
T.P. Support,"M/s Sampurna Enterprises, Plot No. R-3 & R-4, KSSIDC Industrial Estate, Hootagalli Camp. Ph: 0821-2977442 Mobile: 9739344442, 9742245077",,,,821-2977442 / 9739344442 / 9742245077
T.P. Pole Clamps,"M/s Sampurna Enterprises, Plot No. R-3 & R-4, KSSIDC Industrial Estate, Hootagalli Camp. Ph: 0821-2977442 Mobile: 9739344442, 9742245077",,,,821-2977442 / 9739344442 / 9742245077
Double Pole TC Set,"M/s Sampurna Enterprises, Plot No. R-3 & R-4, KSSIDC Industrial Estate, Hootagalli Camp. Ph: 0821-2977442 Mobile: 9739344442, 9742245077",,,,821-2977442 / 9739344442 / 9742245077
11 KV Horizontal Cross Arms,"M/s Sampurna Enterprises, Plot No. R-3 & R-4, KSSIDC Industrial Estate, Hootagalli Camp. Ph: 0821-2977442 Mobile: 9739344442, 9742245077",,,,821-2977442 / 9739344442 / 9742245077
D.P. Set,"M/s Sampurna Enterprises, Plot No. R-3 & R-4, KSSIDC Industrial Estate, Hootagalli Camp. Ph: 0821-2977442 Mobile: 9739344442, 9742245077",,,,821-2977442 / 9739344442 / 9742245077
D.P. Set (Road Crossing Riser),"M/s Sampurna Enterprises, Plot No. R-3 & R-4, KSSIDC Industrial Estate, Hootagalli Camp. Ph: 0821-2977442 Mobile: 9739344442, 9742245077",,,,821-2977442 / 9739344442 / 9742245077
D.P. Set (Slim Type),"M/s Sampurna Enterprises, Plot No. R-3 & R-4, KSSIDC Industrial Estate, Hootagalli Camp. Ph: 0821-2977442 Mobile: 9739344442, 9742245077",,,,821-2977442 / 9739344442 / 9742245077
DTC Metering Box,"M/s Sampurna Enterprises, Plot No. R-3 & R-4, KSSIDC Industrial Estate, Hootagalli Camp. Ph: 0821-2977442 Mobile: 9739344442, 9742245077",,,,821-2977442 / 9739344442 / 9742245077
Guy Set (Excluding Stay Wire),"M/s Sampurna Enterprises, Plot No. R-3 & R-4, KSSIDC Industrial Estate, Hootagalli Camp. Ph: 0821-2977442 Mobile: 9739344442, 9742245077",,,,821-2977442 / 9739344442 / 9742245077
Special Pin Arms,"M/s Sampurna Enterprises, Plot No. R-3 & R-4, KSSIDC Industrial Estate, Hootagalli Camp. Ph: 0821-2977442 Mobile: 9739344442, 9742245077",,,,821-2977442 / 9739344442 / 9742245077
33 KV V Cross Arms,"M/s Sampurna Enterprises, Plot No. R-3 & R-4, KSSIDC Industrial Estate, Hootagalli Camp. Ph: 0821-2977442 Mobile: 9739344442, 9742245077",,,,821-2977442 / 9739344442 / 9742245077
33 KV Guy Set (Excluding Stay,"M/s Sampurna Enterprises, Plot No. R-3 & R-4, KSSIDC Industrial Estate, Hootagalli Camp. Ph: 0821-2977442 Mobile: 9739344442, 9742245077",,,,821-2977442 / 9739344442 / 9742245077
11kV Load Break Switch,"M/s. Dee Switch Gear, No.106 & 106, 16th Cross Industrial Estate, Andrahalli Main Road, Andrahalli, Bangalore-560091 Ph: +91-9686379795/8887019743/9449343222",533/02-05 dtd: 01.10.2024,30.01.2026,02 Years,+91-9686379795 / 8887019743 / 9449343222
"11kV LBS Panel (3 Phase, 4 Wire)","M/s. Dee Switch Gear, No.106 & 106, 16th Cross Industrial Estate, Andrahalli Main Road, Andrahalli, Bangalore-560091 Ph: +91-9686379795/8887019743/9449343222",533/02-05 dtd: 01.10.2024,30.01.2026,02 Years,+91-9686379795 / 8887019743 / 9449343222
"11kV 0.2/0.2s Class CTs, 2 & 3 Phase HT Metering Cubical Panel (3 Phase, 4 Wire)","M/s. Dee Switch Gear, No.106 & 106, 16th Cross Industrial Estate, Andrahalli Main Road, Andrahalli, Bangalore-560091 Ph: +91-9686379795/8887019743/9449343222",533/02-05 dtd: 01.10.2024,30.01.2026,02 Years,+91-9686379795 / 8887019743 / 9449343222
"11kV 0.2/0.2s Class CTs & PTs HT Metering Cubical Panel (3 Phase, 4 Wire)","M/s. Dee Switch Gear, No.106 & 106, 16th Cross Industrial Estate, Andrahalli Main Road, Andrahalli, Bangalore-560091 Ph: +91-9686379795/8887019743/9449343222",533/02-05 dtd: 01.10.2024,30.01.2026,02 Years,+91-9686379795 / 8887019743 / 9449343222
11kV RMU Panels,"M/s. Dee Switch Gear, No.106 & 106, 16th Cross Industrial Estate, Andrahalli Main Road, Andrahalli, Bangalore-560091 Ph: +91-9686379795/8887019743/9449343222",533/02-05 dtd: 01.10.2024,30.01.2026,02 Years,+91-9686379795 / 8887019743 / 9449343222
11kV Horizontal Cross Arm,"M/s. Akshak Udyog, 4-4-402, Opp. District Hospital Main Road, Raichur Ph: 9980268107",523/2-30 Dtd: 31.01.2024,30.01.2026,02 Years,9980268107
Pin Cross Arms,"M/s. Akshak Udyog, 4-4-402, Opp. District Hospital Main Road, Raichur Ph: 9980268107",523/2-30 Dtd: 31.01.2024,30.01.2026,02 Years,9980268107
TC Cross Arms,"M/s. Akshak Udyog, 4-4-402, Opp. District Hospital Main Road, Raichur Ph: 9980268107",523/2-30 Dtd: 31.01.2024,30.01.2026,02 Years,9980268107
TC set 25/100kVA (DP),"M/s. Akshak Udyog, 4-4-402, Opp. District Hospital Main Road, Raichur Ph: 9980268107",523/2-30 Dtd: 31.01.2024,30.01.2026,02 Years,9980268107
DP Pole Clamps,"M/s. Akshak Udyog, 4-4-402, Opp. District Hospital Main Road, Raichur Ph: 9980268107",523/2-30 Dtd: 31.01.2024,30.01.2026,02 Years,9980268107
DP Top Support,"M/s. Akshak Udyog, 4-4-402, Opp. District Hospital Main Road, Raichur Ph: 9980268107",523/2-30 Dtd: 31.01.2024,30.01.2026,02 Years,9980268107
Guy Sets,"M/s. Akshak Udyog, 4-4-402, Opp. District Hospital Main Road, Raichur Ph: 9980268107",523/2-30 Dtd: 31.01.2024,30.01.2026,02 Years,9980268107
11kV Cross Arms,"M/s. Akshak Udyog, 4-4-402, Opp. District Hospital Main Road, Raichur Ph: 9980268107",523/2-30 Dtd: 31.01.2024,30.01.2026,02 Years,9980268107
11kV Top Support (All Hardware Materials are as per MS Standard),"M/s. Akshak Udyog, 4-4-402, Opp. District Hospital Main Road, Raichur Ph: 9980268107",523/2-30 Dtd: 31.01.2024,30.01.2026,02 Years,9980268107
11kV Horizontal Pin Cross Arms,"M/s. Kedaki Sugureshwar Electricals, Near Shubhodaya Hotel, SRS Road, Kalaburagi-585401. Mobile: 9008435460/9008354545",533/2-36 dtd: 31.01.2024,30.01.2026,02 Years,9008435460 / 9008354545
Double Pole TC set,"M/s. Kedaki Sugureshwar Electricals, Near Shubhodaya Hotel, SRS Road, Kalaburagi-585401. Mobile: 9008435460/9008354545",533/2-36 dtd: 31.01.2024,30.01.2026,02 Years,9008435460 / 9008354545
DP Pole Clamps,"M/s. Kedaki Sugureshwar Electricals, Near Shubhodaya Hotel, SRS Road, Kalaburagi-585401. Mobile: 9008435460/9008354545",533/2-36 dtd: 31.01.2024,30.01.2026,02 Years,9008435460 / 9008354545
Guy Sets including Spiral Earth Electrodes,"M/s. Kedaki Sugureshwar Electricals, Near Shubhodaya Hotel, SRS Road, Kalaburagi-585401. Mobile: 9008435460/9008354545",533/2-36 dtd: 31.01.2024,30.01.2026,02 Years,9008435460 / 9008354545
11kV Insulator,"M/s. Kedaki Sugureshwar Electricals, Near Shubhodaya Hotel, SRS Road, Kalaburagi-585401. Mobile: 9008435460/9008354545",533/2-36 dtd: 31.01.2024,30.01.2026,02 Years,9008435460 / 9008354545
11kV Top Support,"M/s. Kedaki Sugureshwar Electricals, Near Shubhodaya Hotel, SRS Road, Kalaburagi-585401. Mobile: 9008435460/9008354545",533/2-36 dtd: 31.01.2024,30.01.2026,02 Years,9008435460 / 9008354545
Spiral Earth Electrodes,"M/s. Kedaki Sugureshwar Electricals, Near Shubhodaya Hotel, SRS Road, Kalaburagi-585401. Mobile: 9008435460/9008354545",533/2-36 dtd: 31.01.2024,30.01.2026,02 Years,9008435460 / 9008354545
11kV Insulator,"M/s. Kedaki Sugureshwar Electricals, Near Shubhodaya Hotel, SRS Road, Kalaburagi-585401. Mobile: 9008435460/9008354545",533/2-36 dtd: 31.01.2024,30.01.2026,02 Years,9008435460 / 9008354545
11kV Top Support,"M/s. Kedaki Sugureshwar Electricals, Near Shubhodaya Hotel, SRS Road, Kalaburagi-585401. Mobile: 9008435460/9008354545",533/2-36 dtd: 31.01.2024,30.01.2026,02 Years,9008435460 / 9008354545
33kV Cross Arms,"M/s. Kedaki Sugureshwar Electricals, Near Shubhodaya Hotel, SRS Road, Kalaburagi-585401. Mobile: 9008435460/9008354545",533/2-36 dtd: 31.01.2024,30.01.2026,02 Years,9008435460 / 9008354545
33kV Clamp,"M/s. Kedaki Sugureshwar Electricals, Near Shubhodaya Hotel, SRS Road, Kalaburagi-585401. Mobile: 9008435460/9008354545",533/2-36 dtd: 31.01.2024,30.01.2026,02 Years,9008435460 / 9008354545
